,Theme,Title,Artist,Album,Lyric
10,감성적인,널 좋아하나봐,어쿠스틱 콜라보(Acoustic Collabo),널 좋아하나봐,나 요즘 버릇이 하나둘 생겼어.울리지 않는 폰만 자꾸 쳐다봐.날씨만 좋으면 머리에 너만 떠올라.넌 아닌데 나만 그런 것 같아.오늘 거울 속 내가 이쁠 때.널 만나고 싶어질 때.새로운 영화가 나올 때.네 생각만 나는 게.문자를 썼다 지웠다 할 때.집 앞에 날 데려다줄 때.인정하고 싶지 않아.네 생각만 하는 게.왜 자꾸 너 내 눈앞에 나타나.왜 날 헷갈리게 만들어.연애에 아무 생각 없는 날.혼란스럽게 해.네 앞에 서면 두근대는 게.밤새 설레 잠 못 드는 게.나 쫌 인정하긴 싫지만.널 좋아 하나 봐.우연을 가장한 운명인 것처럼.인연인 척을 하려 자꾸 자릴 만들어.이제는 짜증 나게 내 꿈에까지 나와.넌 아닌데 나만 그런 것 같아.갑자기 네 향기가 날 때.네가 올려놓은 사진을 볼 때.인정하고 싶지 않아 네 생각만 나는 게.왜 자꾸 너 내 눈앞에 나타나.왜 날 헷갈리게 만들어.연애에 아무 생각 없는 날.혼란스럽게 해.네 앞에 서면 망설이는 게.밤새 설레 잠 못 드는 게.나 쫌 인정하긴 싫지만.널 좋아 하나 봐.You 다른 누구와 있을 때.심술내는 내가 나도 이해가 안 돼.난 아닌 것 같은데.나 빼고 다들 맞대.이젠 인정하려고 해.네 생각만 하는 날.왜 자꾸 너 내 눈앞에 나타나.왜 날 헷갈리게 만들어.연애에 아무 생각 없는 날.혼란스럽게 해.네 앞에 서면 얼어붙는 게.밤새 설레 잠 못 드는 게.나 쫌 인정하긴 싫지만.널 좋아 하나 봐
11,강한,Weekend,태연 (TAEYEON),Weekend,가장 가까운 바다.혼자만의 영화관.그냥 이끌리는 대로 해도 괜찮으니까.Every morning 울린.Beep beep beep beep 소리.귀에 윙윙윙 맴도는.나를 재촉하던 모닝콜 없이 일어나.Cheese cake 한 입.유리컵 한가득.내린 커피 한 잔.아이스로 할래 아주 여유롭게.문득 시곌 보니.벌써 시간은 열두시.그래도 아주 느긋해.그리곤 하품 한 번.한껏 기지개도 켜고.생각해 오늘 뭐 할까.창문 너머 계절에 시선이 닿은 그 순간.쏟아지는 햇살 내 맘을 두드려.내게 손짓하는 싱그러운 바람 타고서.떠나볼래 When the weekend comes.I can do whatever I want.바람 따라 흩어진 cloud.더 자유롭게 we can go.가장 가까운 바다.혼자만의 영화관.그냥 이끌리는 대로 해도 괜찮으니까.훌쩍 떠나보는 drive.뚜벅 걸어도 좋아.뭐든 발길 닿는 대로 지금 떠나보려 해 oh.하루쯤 세상의 얘길 무시한 채.내가 나의 하루를 조립해 보려 해.더는 no no stress 고민 안 할래.Move it right left right 내 맘대로.가본 적도 없는 길 뭐가 있든지.I don't need a map when I roll the streets.이어 가보는 이윤 for a little fun.계속 up up up 좀 더 올라가.한쪽 길모퉁이 따라 맘대로 자라난.조그만 이름 모를 꽃.한참을 바라보다 뜨거운 햇살을 피해.벤치에 잠깐 앉아 봐.느려지는 걸음 그림자의 속도를 따라.함께 걷는 태양과 발을 맞추고.뒤이을 달빛을 따라 돌아오고 싶은 걸.떠나볼래 When the weekend comes.I can do whatever I want.바람 따라 흩어진 cloud.더 자유롭게 we can go.아무 계획이 없어서 완벽한 plan.우연히 찾아낸 secret place.그곳에 두고 와 나만의 작은 짐.골목길 끝을 돌아 만나게 될.기분 좋은 surprise 또 설렘.두근두근 온종일.고소한 향기의 coffee shop.눈에 들어오는 예쁜 옷.Do it for the weekend.do it for the weekend.맘에 들어오는 걸 더는 망설이긴 싫은 걸.그래도 돼 When the weekend comes.I can do whatever I want.바람 따라 흩어진 cloud.더 자유롭게 we can go.가장 가까운 바다.혼자만의 영화관.그냥 이끌리는 대로 해도 괜찮으니까.훌쩍 떠나보는 drive.뚜벅 걸어도 좋아.뭐든 발길 닿는 대로 지금 떠나보려 해 oh
12,강한,스니커즈 (Sneakers),하성운,Sneakers,eh oh yeah yeah.바람결 가득 깊게 내어 쉬는 숨.밝은 햇살 아래 나만 아는 street.my way 이끌어 줘.Fly away 가벼운 이 기분.걸음걸음에 스치는 모든 게.속삭이는 걸 Take me from here.그 언제나 상상했던 숲으로 날 데려가.Take me from here.두 발이 홀린 듯 푸른 들판을 내디뎌봐.숨 쉴 틈 없이 지친 마음을 가두던 golden cage.어느새 이미 좀 더 멀리 떠내려가.날개 달린 sneakers.두 팔을 벌려 더 높은 곳에.눈부신 빛으로 날 데려가.달콤히 Escape me.어쩜 난 crazy.왠지 더 멈추고 싶지 않아.달려볼까 좀 더 anymore.거침없이 자유로운 move.내 오래된 sneakers.아래로 펼쳐 푸르게 번져 forever young.Run Run Run.Make a run.Run Run Run.멈추고 싶지 않아.지루한 여정 따윈 넣어두고.어디로든 곧 떠나 good.한동안 닫아뒀던 기억의 door.더 활짝 열어 빠져들어 zoom.다시 시작되는 꿈 그 안에 난.늘 간절했던 happiness.찾으러 가 Take me from here.그 언제나 싱그럽던 숲으로 날 데려가.Take me to here.벅차오른 숨소리는 수많은 질문의 답.포근한 느낌 더는 바랄 게 없도록 행복해.가득히 열린 아름답던 이곳에 난.날개 달린 sneakers.두 팔을 벌려 더 높은 곳에.눈부신 빛으로 날 데려가.달콤히 Escape me.어쩜 난 crazy.왠지 더 멈추고 싶지 않아.달려볼까 좀 더 anymore.거침없이 자유로운 move.내 오래된 sneakers.아래로 펼쳐 푸르게 번져 forever young.Run Run Run.Make a run.Run Run Run.멈추고 싶지 않아.고요하게 어둠 속에.잠겨가는 순간 빛난 저 별과.두 눈이 마주친 그 순간 내 안에.잊혀진 감각들을 하나둘 깨워 myself.더 깊어갈 밤을 비춰오는 리듬이 들려오는 걸.날개 달린 sneakers.쉼 없이 달려 날 부른 곳에.찬란한 빛으로 날아올라.끝까지 Believe me.완전히 crazy.알아도 멈추고 싶지 않아.상관없어 뭐든 anymore.내 안에서 이어지는 꿈.내 오래된 sneakers.하늘에 펼쳐 주문을 걸어 forever young.Run Run Run.Make a run.Run Run Run.멈추고 싶지 않아
13,신나는,네가 참 좋아 (Really Really),체리블렛(Cherry Bullet),LOVE ADVENTURE,I really really like you.I really really like you.내 앞에 선 너를 본 순간.달라졌어 모든 게 (That's right).콤플렉스조차도 (Uh huh).자신 있게 변해가.네가 내게 고백한 말에 (Uh).두근두근 가슴이 (So sweet).나만 보인단 말에.나도 설레었나 봐.처음엔 날 놀리는 줄만 알았어.정말 나 나 나 놀래며 나 나 나 (뭣 땜에).수줍게 나를 보며 속삭이는 너.이 얘길 정말 믿어야 할까.난 네가 참 좋아.난 네가 참 좋아.Oh 정말 난 네가 참 좋아.난 네가 참 좋아.Oh 정말 난 네가 참 좋아.사랑이란 게 신비해.다른 나를 발견해.너의 말이 마법처럼.Change me oh change me oh.다른 사람과는 달라 (Uh).달콤한 속삭임에 (So sweet).내가 변해가는 게.나도 느껴지는걸.처음엔 날 놀리는 줄만 알았어.정말 나 나 나 놀래며 나 나 나 (뭣 땜에).수줍게 나를 보며 속삭이는 너.이 얘길 정말 믿어야 할까.난 네가 참 좋아.난 네가 참 좋아.Oh 정말 난 네가 참 좋아.난 네가 참 좋아.Oh 정말 난 네가 참 좋아.내 맘 떨리게 다가와 준 (Your whisper).나를 사랑하게 해줬던 (Your love).세상 그 무엇보다 세상 어떤 말보다.너의 그 한마디가 나를 깨워.난 네가 참 좋아.친구들이 우리 둘 잘 어울린대.정말 난 난 네가 참 좋아.난 난 네가 참 좋아.너 땜에 내가 정말 행복해지나 봐.정말 난 난 네가 참 좋아.난 난 네가 참 좋아.난 네가 참 좋아.Oh 정말 난 네가 참 좋아.난 네가 참 좋아.Oh 정말 난 네가 참 좋아
14,신나는,HI FIVE,체리온탑(CHERRY ON TOP),HI FIVE,1 2 3 준비는 끝나는걸.3 2 1 긴장할 필요 없어.잠깐만 breath in breath out.누군가 시작을 외치면.다 함께 LET’S GO..Tell me more.상상했던 모든 걸.Going up.하늘 위로 날려보자.두근대.우리를 위한 축제.모든 게 완벽해 런 런 런 런..두 눈을 꼭 감고 지난 걱정은 LET GO.환하게 웃어봐.서로 손을 잡고 조금 낯선 세계로.기다려왔던 시간이 됐어..Bring the lights 밝혀봐 Tonight .오늘 이 밤 머리 위로 HI FIVE.Bring the lights 즐겨봐 Tonight .지금 이 맘.조금 더 높게 HI FIVE..U AND I WE TOGETHER.U AND I WE GO TOGETHER.Bring the lights 빛나는 Tonight .꿈꿔왔던 주인공이 돼볼래..Let you know.상상했던 장면들.Time is up.우리 앞에 펼쳐질 걸.두근대.우리를 위한 축제.모든 게 완벽해 런 런 런 런..두 손을 꼭 잡고 뻔한 걱정은 LET GO.신나게 놀아봐.서로 마주 보고 조금 낯선 세계로.기다려왔던 시간이 됐어..Bring the lights 밝혀봐 Tonight .오늘 이 밤 머리 위로 HI FIVE.Bring the lights 즐겨봐 Tonight .지금 이 맘.조금 더 높게 HI FIVE..U AND I WE TOGETHER.U AND I WE GO TOGETHER.Bring the lights 빛나는 Tonight .꿈꿔왔던 주인공이 돼볼래..눈 부신 빛으로 가득한 저 하늘을 올려다봐.하나가 된 오늘 또 함께할 내일들.걱정은 말고 한 번 더 LET’S GO..Bring the lights 밝혀봐 Tonight .오늘 이 밤 머리 위로 HI FIVE.Bring the lights 즐겨봐 Tonight ..지금 이 맘.조금 더 높게 HI FIVE..U AND I WE TOGETHER.U AND I WE GO TOGETHER.Bring the lights 빛나는 Tonight .꿈꿔왔던 주인공이 돼볼래
15,신나는,안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album,외로운 날들이여 모두 다 안녕.내 마음속의 눈물들도 이제는 안녕 Oh.어제의 너는 바람을 타고 멀리.후회도 없이 미련 없이 날아가.Goodbye oh oh oh.영원히 Oh oh oh.거울에 비친 너의 모습이 슬퍼.늘 웃음 짓던 예전의 넌 어디에 있니.저 파란 하늘 눈부신 별들도.모두 다 너를 위해 있잖니.더 이상 네 안에 그 일은 없던 일.그래서 아픈 기억 모두 버려야할 일.눈물짓지 마 새로운 오늘을.맞이할 준비를 해봐 Ooh ooh.외로운 날들이여 모두 다 안녕.내 마음속의 눈물들도 이제는 안녕 Oh.어제의 너는 바람을 타고 멀리.후회도 없이 미련 없이 날아가.Goodbye oh oh oh.영원히 Oh oh oh.슬프게 내린 비는 꽃을 피우고.너의 눈물은 예쁜 사랑을 피울 거야.슬퍼하지 마 새로운 오늘을.맞이할 준비를 해봐 Ooh ooh.햇살 가득한 날들이여 안녕.긴 잠에서 날 깨워준 아침이여 안녕 Oh.너의 유리처럼 맑은 미소가.세상을 환히 웃음 짓게 할 거야.Ooh ah 날아가도 돼.외로운 날들이여 모두 다 안녕.내 마음속의 눈물들도 이제는 안녕 Oh.어제의 너는 바람을 타고 멀리.후회도 없이 미련 없이 날아가.햇살 가득한 날들이여 안녕.긴 잠에서 날 깨워준 아침이여 안녕 Oh.너의 유리처럼 맑은 미소가.세상을 환히 웃음 짓게 할 거야.Goodbye oh oh oh.영원히 Oh oh oh
16,신나는,Hwi hwi,라붐(LABOUM),MISS THIS KISS,두근두근 거린 거야.너와 눈이 맞을 때면.머리가 쿵 하고 뭔가 부딪힌 것 같아..신호를 보내도 몰라.언제쯤 너 눈치챌까.조마조마 애태워.너 정말 답답한걸..PLAY PLAY.아이쿠 떨리는 것 같아..시작해 PLAY PLAY.어서 와 살며시 잠에서 깨워..너만 보기 쉽게.경계하지 않게.난 일부러 너 모르게 .단서를 흘려..눈을 뜨면.날 찾아줘..JUST BRING IT ON.LET’S GET A LITTLE WICKED..시간을 멈춰줘.그 입술로.장난스런 키스를 해도 좋아..너와 입술이 닿을 때면.환상 속에 나라로 나를 데려가 줄래..I MISS THIS KISS.I MISS THIS KISS..모든 시간이 멈춰져.짜릿하게.하늘 위로 날아올라.기다려왔었던 순간..어느 샌가 나도 몰래.네게 빠져 버린 거야.눈 앞에 쿵 하고 별이 보일 것만 같아..드디어 때가 온 거야.네가 눈치 채는 순간.드라마틱하게 주위에는 우리뿐이야..처음이야.정말이야..JUST BRING IT ON.LET’S GET A LITTLE WICKED..시간을 멈춰줘.그 입술로.장난스런 키스를 해도 좋아..너와 입술이 닿을 때면.환상 속에 나라로 나를 데려가 줄래..I MISS THIS KISS.I MISS THIS KISS..모든 시간이 멈춰져.짜릿하게.하늘 위로 날아올라.기다려왔었던 순간..달콤한 그 맛 초콜릿 키스.자꾸 끌릴 것만 같아.어떨까 궁금해.해보기 전엔 몰라.장난스레 내게 다가와..LET’S GET A LITTLE WICKED..시간을 멈춰줘.그 입술로.장난스런 키스를 해도 좋아..너와 입술이 닿을 때면.환상 속에 나라로 나를 데려가 줄래..I MISS THIS KISS.I MISS THIS KISS..모든 시간이 멈춰져.짜릿하게.하늘 위로 날아올라.기다려왔었던 순간
17,공연/라이브,뜨거운 안녕 (워리어스 Live ver.) ,유희열,안테나뮤직 워리어스 (Live),조금 더 볼륨을 높여줘.(비트에 날 숨기게).오늘은 모른 척 해줘.(혹시 내가 울어도).친구여 그렇게 보지마.(맘껏 취하고 싶어).밤새도록 노랠 부르자..이 밤이 지나면 잊을게.너의 말처럼 잘 지낼게.가끔 들리는 안부에.모진 가슴 될 수 있길.어떤 아픔도 견딜 수 있게..소중했던 내 사람아 이젠 안녕.찬란하게 반짝이던 눈동자여.사랑했던 날들이여 이젠 안녕.달빛 아래 타오르던 붉은 입술.떠난다면 보내드리리.뜨겁게 뜨겁게 안녕..널 품에 꼭 안고서.처음 밤을 새던 날.이대로 이 세상 모든 게.멈췄으면 좋겠어..수줍은 너의 목소리.따뜻한 너의 체온.이 순간이여 영원하라..이 밤이 지나면 잊을게.너의 말처럼 잘 지낼게.앞만 보고 달려가자.바보처럼 울지 말자.너를 위해서 나를 위해서..소중했던 내 사람아 이젠 안녕.찬란하게 반짝이던 눈동자여.사랑했던 날들이여 이젠 안녕.달빛 아래 타오르던 붉은 입술.떠난다면 보내드리리.뜨겁게 뜨겁게 안녕..부디 행복한 모습이길.언젠가 우리 다시 만나도.모른 척 스쳐 갈 수 있게.멋있게 살아줘.뜨겁게 뜨겁게 널 보낸다.안녕.
18,신나는,Summer Dream,엘리스(ELRIS),SUMMER DREAM,Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너는 Summer dream.나 나 꿈 아니지?.해도 해도 너무한 행복.친절한 날씨잖아 널 널.꼭 닮아서 부드러운.바람이 날 쓰다듬고 있어 느껴져.세상 끝까지 가고 싶어 너랑.두 눈을 감으며 나의 소원이.이뤄지기를 기도할래.Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너는 Summer dream.저 햇살과 다른 딱 두 가지란.넌 쨍쨍 눈물을 말려.마른 가슴에 비로 내려.언제라도 떠 있어줘.항상 나의 곁에서 날 지켜줘.손을 잡고 걸음걸음 떠오를 듯해.투명 계단 위로.Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너는 Summer dream.너는 Summer dream.밤하늘 반짝이는 별을 맞으며.너와 입을 맞추고 새벽을 걸을래.다시 나 돌아가고 싶지 않도록.더 예쁜 추억을 내게 줘.Summer dream.My summer dream.파도치는 바다 내리쬐는 네 눈빛.잘난 척 저 태양처럼.녹아내리게 해줘 (해줘 해줘).눈 부신 너만 있다면.창문 밖으로 여기저기 내게.손짓하는 꽃 따라.같이 가 더 먼 곳으로.떠나자 우리 둘이 (둘이 둘이).눈부신 너는 Summer dream
19,공연/라이브,이밤의 끝을 잡고 (feat. 윤종신),토이(Toy),Live Toy (Live),우리에게 주어진 하루라는 시간동안 어떤색을 칠할수 있을까 .파란 하늘처럼 하얀 초생달처럼 .항상 그렇게 있는것처럼 살 수 있을까 .붓을 들땐 난 고민을 하지 .조그만 파레트 위에 놓인 몇 되지도 않는 물감들은 서로 날 유혹해 .화려한 색칠로 멋을 냈지만 들여다보면 어색할 뿐 .고민하지마 너 느끼는 그대로 .너의 지금 모습 솔직하게 그리면 되잖니 .걱정하지는 마 니 작은 꿈들을 칠할 하얀공간 아직까지 충분해 .편협했던 내 비좁은 마음 무엇을 찾아 헤매인걸까 .내 옆에 있어준 소중한 것들을 잊은 채 .현실이란 이유 그것만으로 이기적인 삶 걸어왔지 .고민하지마 좀 잘못되면 어때 .처음부터 다시 지우개로 지우면 되잖니 .걱정하지는 마 좀 서투르면 어때 .그런 너의 모습 아름답기만 한 걸.
20,공연/라이브,Ready  Get Set  Go! (워리어스 Live ver.) ,페퍼톤스(Peppertones),안테나뮤직 워리어스 (Live),붉은 레인을 질주하는 sprinter- .거대한 익룡의 저 그림자처럼 .뜨거운 지면을 소리 없이 스치는 .텅 빈 시야와 i am a new black star ..출발을 알리는 경쾌한 총성 .정적을 삼키고 열광하는 함성 .떨리는 호흡은 .이 전부를 집어삼킬 .강렬한 욕망 i am the fastest gun ..돌이킬 수 없는 승부 .이름조차 잊어버린 이 순간  .지옥으로 돌진하는 전차 ..붉게 충혈된 의지는 .오직 하나뿐인 진실 .순간 거짓말처럼 시간은 멈추고 .펼쳐지는 저 지평선 ..ready and get set go! .indigo skies up high! .오랫동안 기다려온 이 순간 .ready and get set go! .this is the time we go! .지금 여기서 숨이 멎어도 후회 따위는 없어 .불타는 태양 i am a new black star ..오래 전의 약속들과 .눈앞에 펼쳐진 것들 .마침내 우리는 여기까지 왔어 ..깊은 호흡 눈을 감고 .바람의 속도를 느껴 .순간 거짓말처럼 시간은 멈추고 .펼쳐지는 저 지평선 ..ready and get set go! .indigo skies up high! .내 전부를 터트리는 이 순간 .ready and get set go! .this is the time we go! .지금 여기서 숨이 멎어도 후회 따위는 없어 .불타는 태양 i am a new black star ..ready and get set go! .indigo skies up high! .오랫동안 기다려 온 이 순간 .ready and get set go! .this is the time we go! .나에게 주어진 단 한 번의 기회는 지금 ..ready and get set go! .내 전부를 터트리는 이 순간 .ready and get set go! .지금 여기서 숨이 멎어도 후회 따위는 없어 .불타는 태양  i am a new black star .
21,공연/라이브,축배 (feat. 이적),김동률,2008 Concert  Monologue (Live),자 이제 잔을 높이 들고 .다함께 노래를 불러요..자 비워요 기쁜 세상은 .오늘만은 그대의 날이죠.자 채워요 마음 가득히 .뜨거운 젊음을 느껴 봐요..거친 파도같은 세상이 .거품처럼 흩어져.또 다른 미래가 열릴 거에요.새로운 그대의 시작을 위하여..자 이제 잔을 높이 들고 .그대의 행복을 빌어요.그대 곁엔 내가 있어요 .우리 모두 함께 있어요..거친 파도같은 세상이 .거품처럼 흩어져.또 다른 미래가 열릴 거에요.새로운 그대의 시작을 위하여..자 이제 잔을 높이 들고 .그대의 행복을 빌어요.그대 곁엔 내가 있어요 .우리 모두 함께 있어요..자 비워요 기쁜 세상은 .오늘만은 그대의 날이죠.자 채워요 마음 가득히 .뜨거운 젊음을 느껴 봐요.
22,공연/라이브,사랑하지 않으니까요,김동률,The Second Concert - 招待(초대) ,연락도 없이 며칠동안 사라졌다가.아무 일도 없었다는 듯.그냥 조금 바빴다며 웃는 건.나를 사랑하지 않으니까요.둘이 만날 때 자꾸 누굴 부르려 하고.마지못해 대꾸를 하고.딴생각에 마냥 잠겨 있는 건.나를 사랑하지 않으니까요.늦은 밤중에 보고 싶다.전화 와서 달려 나가면.그냥 나의 품에 안겨.한참 울면서.끝내 아무 말이 없다가.참 미안하다고.늘 고맙다는.그건 어쩌면 나를 사랑하지 않으니까요.몇 번씩이나 이유 없이 한숨을 쉬고.어색하게 웃음을 짓고.늘 창문 밖을 바라보고 있는 건.나를 사랑하지 않으니까요.싫어졌냐고 좋아하긴 한거냐고.몰아세울 때.그냥 나의 손을 잡고 한참 울면서.끝내 아무 말이 없다가.잘 모르겠다고.왜 이러는지.그건 아마도 나를 사랑하지 않으니까요.이젠 더 이상 나를 사랑하지 않으니까요
23,공연/라이브,언젠가 우리 다시 만나면 (feat. 김연우),토이(Toy),Live Toy (Live),이젠 너를 볼 수 없기를.다신 너로 인해 흔들리는 나 되지 않기를.내게 선물했던 옷들 정리하면서.서럽게 울다 지쳐 잠든 밤 오지 않기를..너를 닮은 내 말투와 표정.그속에서 난 너를 보고.낡은 내 전화기속에 너의 목소린 그대론데.끝인가봐 난 여기까진듯해 영원할 순 없잖아.지쳐만 가는 날 더 보긴 안쓰러 이젠 나도 놔줄.께.편히 널 보내줄께.안녕..내손에 들린 사진 위에는 내가 사랑했었던 너.의 얼굴.내가 살아가는 이유였는데 전부였는데.끝인가봐 난 여기까진듯해 영원할 순 없잖아.지쳐만 가는 날 더 보긴 안쓰러 이젠 나도 놔줄.께.편히 널 보내줄께.언젠가 우리 다시 만나면 어색하지만 않길.편한 모습으로 아무렇지 않게 .그냥 인사하면서 그렇게 스쳐가길 바래...
24,공연/라이브,기억의 습작,김동률,The Second Concert - 招待(초대) ,이젠 버틸 순 없다고.휑한 웃음으로 내 어깨에 기대어 .눈을 감았지만..이젠 말할 수 있는 걸.너의 슬픈 눈빛이.나의 마음을 아프게 하는 걸..나에게 말해봐 너의 마음속으로.들어가 볼 수만 있다면.철없던 나의 모습이 얼만큼 .의미가 될 수 있는지..많은 날이 지나고.나의 마음 지쳐갈 때.내 마음 속으로 스러져가는 .너의 기억이 다시 찾아와..생각이 나겠지.너무 커버린 미래의 그 꿈들 속으로.잊혀져 가는 너의 기억이 .다시 생각날까..너의 마음속으로.들어가 볼 수만 있다면.철없던 나의 모습이.얼만큼 의미가 될 수 있는지..(많은) 날이 지나고.나의 마음 지쳐갈 때.내 마음 속으로 스러져가는 .너의 기억이 다시 찾아와..생각이 나겠지.너무 커버린 미래의 그 꿈들 속으로.잊혀져 가는 너의 기억이.다시 생각날까..많은 날이 지나고.그 꿈들 속으로 그 속으로.너에게.
25,공연/라이브,옛 사랑,이문세,독창회 1981-1999,남들도 모르게 서성이다 울었지 지나온 일들이 가슴에 사무쳐 .텅빈 하늘 밑 불빛들 켜져가면 옛사랑 그 이름 아껴 불러보네 ..찬바람 불어와 옷깃을 여미우다 후회가 또 화가나 눈물이 흐르네 .누가 물어도 아플 것 같지 않던 지나온 내 모습 모두 거짓인가 ..이제 그리운 것은 그리운 대로 내맘에 둘거야 .그대 생각이 나면 생각난 대로 내버려 두듯이 ..흰눈 내리면 들판에 서성이다 옛사랑 생각에 그 길 찾아가지 .광화문 거리 흰눈에 덮여가고 하얀 눈 하늘 높이 자꾸 올라가네 ..이제 그리운 것은 그리운 대로 내맘에 둘거야 .그대 생각이 나면 생각난 대로 내버려 두듯이 ..사랑이란게 지겨울 때가 있지 내맘에 고독이 너무 흘러 넘쳐 .눈녹은 봄날 푸르른 그대 모습 옛사랑 그대 모습 영원 속에 있네 ..흰눈 내리면 들판에 서성이다 옛사랑 생각에 그길 찾아가지 .광화문 거리 흰눈에 덮여가고 하얀눈 하늘높이 자꾸 올라가네 
26,공연/라이브,사랑 그 흔한 말,박효신,Live Concert (Live),내겐 이런일 없을거라.믿고 살았었죠 너무 어리석게도 .하루종일 난 멍하니 하늘만.바라보게 됐죠 그렇게 된거죠 ..나를 놓을순 없을거라.그댈 믿었었죠 정말 바보처럼 난 .날이 갈수록 자꾸 그대 모습 떠올라.내 눈에 하늘을 담겠죠 ..그 누구도 그대일 순 없다고.붙잡는 나 너무 어색하겠죠 .정말 그 흔한 사랑한단 말 조차.해주지 못한 나를 그냥 마음껏 욕해요 ..그댈 잡지는 않을꺼라.그댄 믿었겠죠 정말 그랬었나요 .날이갈수록 자꾸 그대 모습 떠올라 .내눈에 하늘을 담겠죠 ..그 누구도 그대일 순 없다고.붙잡는 나 너무 어색하겠죠 .정말 그 흔한 사랑한단 말 조차.해주지 못한 나를 그냥 마음껏 욕해요 ..그렇게 힘들었나요 정말 미안했어요 .이미 난 그대 없이는 걸을수도 없죠 ..정말 잘 할수 있다고.말을 해도 너무 늦은 거겠죠.이제 그 흔한 사랑한단 말조차 할 수 없겠죠.나를 위해 잡은 끈 놓아요 ..나를 위해 잡은 끈 놓아요  
27,공연/라이브,물어본다,이승환,반란(反亂) (Live),물어본다/이승환....많이 닮아 있는 것 같으니? .어렸을 적 그리던 네 모습과.순수한 열정을 소망해오던.푸른 가슴의 그 꼬마아이와..어른이 되어가는 사이.현실과 마주쳤을 때.도망치지 않으려 피해가지 않으려.내 안에 숨지않게 나에게 속지않게 .그런 나이어 왔는지.나에게 물어본다.부끄럽지 않도록 .불행하지 않도록... 않도록..푸른 가슴의 그 꼬마아이는.무엇을 잃고 무엇을 얻었니..어른이 되어가는 사이.현실과 마주쳤을 때.도망치지 않으려 피해가지 않으려.내 안에 숨지않게 나에게 속지않게 .그런 나이어 왔는지.나에게 물어본다.부끄럽지 않도록 .불행하지 않도록 .더 늦지 않도록..부조리한 현실과 불확실한 미래에.내 안에 숨지 않게 나에게 속지않게.그런 나이어 왔는지.나에게 물어본다.부끄럽지 않도록 .불행하지 않도록... 않도록..
